wallet_address,rank,first_timestamp,last_timestamp,transactions,amount_btc,balance_btc,total_fee,first_block,last_block,last_updated,price_usd,transaction_value_usd,transaction_type,portfolio_pct,timestamp
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2022-11-02 07:20:16,2022-11-02 10:18:49,"0ef71e5fdaf8b8072d5ad9c3eb163a8d91e0444d3d81afc5652997584135a445,aa6426c405adf8bd5171c023d44bcf9a1c4057337aeb9033f80b00f5cbfa48bb",0.0047170400000000005,0.00471704,7.809e-05,761378,761392,2025-06-19 17:08:07.890326,20168.0,95.13326272,buy,100.00000000000003,2022-11-02
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2022-11-04 15:06:56,2022-11-04 15:29:34,"31a834c834087df35639f05057aa002d97c167f6644eeb5a410203b3786100f2,44f3ce14e43677efdeceddd72b3a6ad73ef185d89d3937a7a6a8564c6c1e8e34",10000.001,10000.00571704,6.7e-05,761703,761705,2025-06-19 17:08:07.890326,21168.0,211680021.168,buy,99.99995282962698,2022-11-04
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2024-01-17 23:48:03,2024-01-17 23:48:03,a70d0349f9a31255aa291bd88bb2c9bea229285ec5aacc050b244de5aa678212,5.46e-06,10000.0057225,0.00012726,826191,826191,2025-06-19 17:08:07.890326,42778.0,0.23356788,buy,5.459996875516788e-08,2024-01-17
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2024-01-28 19:18:13,2024-01-28 19:18:13,540d06a56e55eb431a457fff5407f21546cd8fc8ada42596a1f5cae0d1da5ca8,8.6e-06,10000.0057311,0.00012047,827836,827836,2025-06-19 17:08:07.890326,42047.0,0.36160420000000004,buy,8.599995071256825e-08,2024-01-28
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2024-02-05 09:01:38,2024-02-05 09:01:38,bda34101ea434c69849eaecc5d812d3cdfdbe27c9a36c60f4c197fc84ab9f908,5.46e-06,10000.00573656,5.252e-05,829019,829019,2025-06-19 17:08:07.890326,42707.0,0.23318022000000002,buy,5.459996867840037e-08,2024-02-05
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2024-02-22 03:17:05,2024-02-22 03:17:05,0ffb39aaaa6759b3e002b7885dc6effe0ded26f53d1dcb5410b1b98ca22eb8b2,5.46e-06,10000.00574202,3.03e-05,831487,831487,2025-06-19 17:08:07.890326,51287.0,0.28002702,buy,5.4599968648588813e-08,2024-02-22
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2024-04-27 04:52:58,2024-04-27 04:52:58,c097a280bfed180a99d579053473408b8f0caa1c886bbc819fda65b08d590728,5.46e-06,10000.00574748,0.016116,841047,841047,2025-06-19 17:08:07.890326,63574.0,0.34711404,buy,5.4599968618777244e-08,2024-04-27
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2024-12-26 03:50:07,2024-12-26 03:50:07,ab05511fcdaede03f396bf0127bf11dd31846907309ff3d795b16bc73e163eb5,5.47e-06,10000.00575295,4.78e-06,876403,876403,2025-06-19 17:08:07.890326,95678.31244565404,0.5233603690777276,buy,5.46999685313816e-08,2024-12-26
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2024-12-30 07:52:20,2024-12-30 07:52:20,315c972ad6e0dc70b2164a08e9f127dda0e815a1916030a32912393b29d4e2a7,5.46e-06,10000.00575841,2.82e-06,877017,877017,2025-06-19 17:08:07.890326,92627.28213113276,0.5057449604359848,buy,5.459996855909951e-08,2024-12-30
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2025-01-08 10:16:39,2025-01-08 10:16:39,17381d1a74faa51c4d424fb85e7f45c8a25ad33f27b2aa95a297d81bb1615fff,5.46e-06,10000.00576387,2.9e-06,878427,878427,2025-06-19 17:08:07.890326,95016.71440989176,0.5187912606780091,buy,5.459996852928794e-08,2025-01-08
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2025-01-27 05:29:42,2025-01-27 05:29:42,e18aee691067f15020d81cf441e79e1a335a413a2d921cef39eff507bbb2f026,6e-06,10000.00576987,1.94e-06,881011,881011,2025-06-19 17:08:07.890326,101958.46953745594,0.6117508172247357,buy,5.999996538079998e-08,2025-01-27
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,55.0,2025-04-11 11:24:16,2025-04-11 21:23:54,"03d7ea3ac459bbd048349fd2530a0c73de23b33b98b1d1adbe8defa574f86826,64ffd2bb9c8f85133bf57bd3c712fda64560cedeecfe62e0dcb79a05990398c4",1.092e-05,10000.00578079,3.1500000000000003e-06,891920,891979,2025-06-19 17:08:07.890326,83439.28818043756,0.9111570269303783,buy,1.0919993687380971e-07,2025-04-11
