wallet_address,timestamp,hash,amount_btc,balance_btc,fee,block_height,price_usd,transaction_value_usd,transaction_type,portfolio_pct
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2019-11-24 15:11:20,822f61dfa7a73e54d108ed7f7804498c7b7ce1768b85a5ee44c0da216348b6f9,44000.07774719,44000.07774719,4.551e-05,605230,6965.3,306473741.53250253,buy,100.0
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2019-12-11 17:52:37,13847834e3295bb1edcfc6453e81a6c351de860cafff04114b5a4e205ba58bb9,7.77e-06,44000.07775496,8.292e-05,607679,7230.7,0.056182539,buy,1.7659059702739073e-08
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-02-11 05:25:59,8aaa8ce840e8fb46d1131fd2375d8e4259631d1cbbcbece398a7d3d41a456143,5.7e-06,44000.07776066,9.66e-06,616884,10247.0,0.0584079,buy,1.2954522560176719e-08
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-03-07 20:12:31,334bbea457f630d470a4d078cd97d3ad211484f3b4b860f05f5b09ef68a91c88,6e-06,44000.07776666,3e-06,620685,8919.0,0.053514,buy,1.3636339535168632e-08
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-04-27 09:50:14,853f9ef52d7e6e05e45ccc724bb3114dfcc4e3344f2492ee06e128b9b6644f62,7.77e-06,44000.07777443,9e-06,627829,7777.7,0.060432729,buy,1.7659059694924953e-08
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-07-01 01:05:44,571df6fe116d414f2b0faf2445765053c14b619aca9ecef43b53921389f43672,0.0001097,44000.07788413,7.491e-05,637096,9239.9,1.01361703,buy,2.493177405023793e-07
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-07-21 03:02:15,f73cfc2c92976265c552bfaca412ee3464aed65d2ae92cd3d4f2994ab017e960,3.333e-05,44000.07791746,4.543e-05,640105,9402.0,0.31336866,buy,7.574986585824675e-08
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-07-21 03:02:15,ccc3dd0ab82ed16e98ea58c39c8de85b487cccfa74589bedd516f7c6b5df1166,3.333e-05,44000.07795079,4.543e-05,640105,9402.0,0.31336866,buy,7.574986580086633e-08
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-08-04 10:11:09,a79b970c17d97557357ec0661a2b9de44724440e1c635e1b603381c53ece725d,5.47e-06,44000.07795626,0.00327088,642179,11184.0,0.06117648,buy,1.2431796155992424e-08
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-08-08 21:45:10,f3282eea2b54dbc6cc14e26b8f5e210a89c18ed6ede578266d9bfea6e62d904a,5.47e-06,44000.07796173,0.00345015,642827,11764.0,0.06434908,buy,1.2431796154446927e-08
1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,2020-08-13 10:14:48,51abc45489b3aeb33b4cc5249f10c74c9a50338292135a7f2035e60f9c3e12de,5.47e-06,44000.0779672,0.00220693,643512,11792.5,0.064504975,buy,1.243179615290143e-08
