wallet_address,timestamp,hash,amount_btc,balance_btc,fee,block_height,price_usd,transaction_value_usd,transaction_type,portfolio_pct
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-08-28 18:46:03,e3b4ac7f77a26deabd4221b286cbe562bfc93ef8da571c8f48d39df13376a9cb,3e-05,3e-05,6.77e-06,858855.0,59145.0,1.77435,buy,100.0
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-08-28 19:10:16,fe835a901daf5f87be0c523c6388ec891ff4a13274fb4501ccf4dd04ea871dae,10.0,10.00003,2.228e-05,858858.0,59145.0,591450.0,buy,99.99970000089999
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-08-28 21:07:19,b6eb9e6fb8a8bde08fd8ef3019b1c2d132ba914739fe2aa26c71f321e7785f02,-3.852e-05,9.99999148,7.52e-06,858867.0,59145.0,-2.2782654,sell,0.00038520032819067953
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-08-28 22:27:20,5cd1dc35c6655feec68e36de4cfb583949915be3317009bc75806f245e18c23f,-5.00000677,4.99998471,6.77e-06,858874.0,59145.0,-295725.40041164996,sell,100.00044120134919
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-11 20:41:55,aea1a2d40eec86c10d013261302e67bef4afad59c2691ad1424355321ad30061,-3.846e-05,4.99994625,8.46e-06,860916.0,57451.0,-2.20956546,sell,0.0007692082689888916
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-11 20:42:28,a656b44a636c70db3ebb9d9c84d48214429decb22bfeb618d3a15701752719f1,-3.946e-05,4.99990679,8.46e-06,860917.0,57451.0,-2.26701646,sell,0.0007892147125406711
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-13 21:01:20,5a97fa700cd24d15251e506f1e1f5778a8b08d10728721e57a28d09d304b2254,16.87005577,21.86996256,8.39e-05,861189.0,60645.0,1023084.53217165,buy,77.13801852068649
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-18 21:19:58,77be109a514ea478a7412a49184c32d65d3bbbecb683775cb7e7316d48086011,176.61636245,198.48632501,2.851e-05,861896.0,61841.0,10922132.47027045,buy,88.98162754592883
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-20 18:35:59,ead78baa71715e1eb241551ff24cf0eeb9f4af932b9b9c7b51cea15ba31c1602,-4.923e-05,198.48627578,1.523e-05,862146.0,63205.0,-3.1115821500000003,sell,2.480272240815581e-05
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-22 14:59:29,0b67fd4f4b3ce25eb3f718db1e07feebf3e72fc48db38c45cdaf548d80795a67,6e-06,23383.47529407,1.13e-06,,63663.0,0.381978,buy,2.5659145719548316e-08
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 22:05:21,b73329f01c062a21ba9cf3cffe3bb7be8add7bfb967e718dd68e7d7e9be7e65a,990.0,1188.48627578,2.076e-05,862576.0,63456.0,62821440.0,buy,83.29923703580558
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 22:11:18,bc89511794ff54ebdff64b2e48b943eb1951b4f6800ee43260733bc1eae09903,991.0,2179.48627578,1.254e-05,862577.0,63456.0,62884896.0,buy,45.46943061824688
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 22:52:52,7ade5f01b118db24a0a993725b16ebf8d895d871c62ccd81ab095fe5f9fcabf8,992.0,3171.48627578,6.65e-06,862583.0,63456.0,62948352.0,buy,31.278710161090828
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 22:53:22,d807c4d2cd9f8e8ebc8f4ec1d4d5f8b83217d7543d0e773a7d64dceaec682d13,993.0,4164.48627578,5.02e-06,862583.0,63456.0,63011808.0,buy,23.84447766763292
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 23:17:49,1563386536c89ec0db8773d239608aee2d94fff6fc48680441d7dd6b09d269cd,995.0,6154.48627578,7.52e-06,862584.0,63456.0,63138720.0,buy,16.167068304557993
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 23:19:17,19cc7f7d7916ba80d661530ef74d6e96ee62d5baff80f45243ecbc1dbbead849,995.0,5159.48627578,7.52e-06,862584.0,63456.0,63138720.0,buy,19.28486571755786
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 23:23:13,fde87ad9984a46d0b9fc9f99ed5b603316bdca46b1631196e5138d36dbad7a05,996.0,7150.48627578,1.003e-05,862585.0,63456.0,63202176.0,buy,13.929122602103769
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 23:23:39,9ede1351f6203432f6d6c97a933126a3b16838d7f34f9938ae72d7d4ed8363f2,997.0,8147.48627578,6.65e-06,862585.0,63456.0,63265632.0,buy,12.23690309198529
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 23:49:09,eead8ab156dddcd77806528da5bf8066ca1f70266da9a0bfbee3ab9349952f21,996.0,9143.48627578,5.02e-06,862588.0,63456.0,63202176.0,buy,10.893000437243337
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 23:55:59,3bd0d37712cc75749768035f05442c2a341f17371015001125fe3369bc9b419e,996.0,12131.48627578,6.65e-06,862589.0,63456.0,63202176.0,buy,8.210041023485077
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-23 23:56:22,566d474017e9f443a382d3a7fd34f866d863b5f85764fdc5adac0c1e6e636f1b,996.0,10139.48627578,5.02e-06,862589.0,63456.0,63202176.0,buy,9.822982870237977
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 00:04:00,465e5b0300eec585795d27a5c89501ffb317a1c2577e27a0e2f063489297e38f,996.0,11135.48627578,5.02e-06,862589.0,64381.0,64123476.0,buy,8.944378137902504
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 16:02:36,afdbc0bb7b0de6aa6eac7db98b53da0511e0a4d1c96d0aaac899f4ced0cd01a1,995.0,16111.48627578,1.003e-05,862687.0,64381.0,64059095.0,buy,6.1757182606781535
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 16:04:20,b334d7660d7544ab670a3fee6f443982ef23896ec2bfa264812ea7c14249a930,995.0,13126.48627578,1.505e-05,862683.0,64381.0,64059095.0,buy,7.58009401065614
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 16:06:23,0d21401188672bbca7349c04d1bce5d29b9d448b7e115729c501b61ceb15d571,995.0,14121.48627578,1.505e-05,862683.0,64381.0,64059095.0,buy,7.046000545328868
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 16:07:52,634c41d911053edc9e3a0f6526df4e01b8591f050660ebf339083b3d93e5d5c1,995.0,15116.48627578,1.505e-05,862684.0,64381.0,64059095.0,buy,6.582217466728449
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 16:52:37,81982f850dcaed65e63122c94c78047f810ae12d56778688242bb24fc59c349c,996.0,19100.48627578,1.33e-05,862689.0,64381.0,64123476.0,buy,5.2145269267984995
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 16:53:23,45756a259958b48f1798b69c5cb7a3c4680c91f4cf70f626bcdac7801f4dc762,995.0,18104.48627578,1.003e-05,862689.0,64381.0,64059095.0,buy,5.49587535842484
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 16:53:56,1f3843060d5ce529bffc0c96e291cbdd42c3392c4f688b06ca5b0ab69a64ffb7,997.0,21094.48627578,1.003e-05,862689.0,64381.0,64187857.0,buy,4.726353545498394
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 16:54:44,2e04003967872f242476556979a480f9164d85f9fa8406f87de228c677f8fb9e,997.0,20097.48627578,1.003e-05,862689.0,64381.0,64187857.0,buy,4.960819409547304
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 17:00:18,23734e23d863ce3357101636a55eac2b763f584250e93cd230c6bc92ec7ad68b,998.0,17109.48627578,1.254e-05,862689.0,64381.0,64252238.0,buy,5.833021423984879
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 17:04:38,4c85471608060d37084ec762d1ce32b34ba020497efdf9d5b5ea12a96ced4d13,998.0,22092.48627578,1.662e-05,862689.0,64381.0,64252238.0,buy,4.517372954505839
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 17:05:12,a41af1668c09828fa2746482638925ad5c27caaee22fccf641cd564572a60bda,991.0,23083.48627578,1.662e-05,862689.0,64381.0,63801571.0,buy,4.293112349497189
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 18:08:06,09cf3e4ffd48a58b724a518458e9bf0137e784ab4772360026700918cd0f7b8d,523.91214008,23607.39841586,5.08e-06,862699.0,64381.0,33729987.49049048,buy,2.219270971120747
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-24 21:06:16,0dd883f1440831ca8fbb124ea5f339aff62f6b5fa902f4aa4ba49cd054b7d0fe,-25.00001662,23582.39839924,1.662e-05,862717.0,64381.0,-1609526.07001222,sell,0.10601134030881985
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-09-30 22:02:35,efe9626646258cf90207cd2b63d580d6986f979ce79e65c8889c93a6f46cb079,158.0,23740.39839924,0.00011486,863561.0,63468.0,10027944.0,buy,0.665532217879958
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-10-01 17:27:12,2743cef0b05f4d325ce8d8bd1b2e62422d794a078c31d3875e41e91de60004bd,3.3e-06,23740.39840254,0.00191296,863682.0,60981.0,0.2012373,buy,1.3900356447459327e-08
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-10-09 23:07:40,020049a81fce388cd4692d287722b144606eda08a82e210fc9fa5c2fc0bcb2b7,-49.38210924,23691.0162933,1.756e-05,864954.0,60650.0,-2995024.925406,sell,0.2084423421462322
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-10-14 18:01:09,d517f1ea44d8418fc2b1967227127b46e5f84aa208cae95aeae5fec4d7444d3b,-60.0000203,23631.016273,2.03e-05,865633.0,66179.0,-3970741.3434337,sell,0.25390368152957515
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-10-29 07:30:48,1a5c2286fe7436202454537d387a2a069bb07fc7006ca0f355a0358c3180cbc6,2.94e-06,23631.01627594,9.262e-05,867892.0,72688.0,0.21370271999999998,buy,1.2441276184102885e-08
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-10-29 18:36:10,7c3c3aafd5a253bfd1930cadb8d9af45863ded25a92f8e7209f2f7c68b711d6e,-118.00003989,23513.01623605,3.989e-05,867964.0,72688.0,-8577186.89952432,sell,0.5018498635197772
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-11-06 18:37:25,b715c50c1e865b854977a8458896842cb835d465a3befa16d01a62b46234cccc,0.45905986,23513.47529591,7.52e-06,869163.0,75580.0,34695.7442188,buy,0.0019523267157358494
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-11-07 19:52:32,553e9f3a93b933b93747b6c7dd9a2423f1b1bbcb4337e199413fe04aa3b38b7c,-130.0000133,23383.47528261,1.33e-05,869327.0,75864.0,-9862321.0089912,sell,0.5559482144071176
bc1qmpn0l7adx483u5q6ss6z50xswdx80u6tz3w6ql,2024-11-10 06:46:54,b47f151ffcc7c2955b45a98cfec6c57e39f3463740fe9578dff679558e296d53,5.46e-06,23383.47528807,6.24e-06,869673.0,80367.0,0.43880382,buy,2.334982261078033e-08
