Date,Price,Open,High,Low,Vol.,Change %
2012-08-15,13.3,13.3,13.3,13.3,,9.016393442622972
2012-08-16,13.5,13.5,13.5,13.5,,1.5037593984962294
2012-08-17,11.6,11.6,11.6,11.6,,-14.074074074074073
2012-08-18,11.6,11.6,11.6,11.6,,0.0
2012-08-19,8.0,8.0,8.0,8.0,,-31.034482758620683
2012-08-20,10.1,10.1,10.1,10.1,,26.249999999999996
2012-08-21,9.9,9.9,9.9,9.9,,-1.9801980198019709
2012-08-22,9.8,9.8,9.8,9.8,,-1.0101010101010055
2012-08-23,10.1,10.1,10.1,10.1,,3.0612244897959107
2012-08-24,10.6,10.6,10.6,10.6,,4.950495049504955
2012-08-25,10.5,10.5,10.5,10.5,,-0.9433962264150941
2012-08-26,10.6,10.6,10.6,10.6,,0.952380952380949
2012-08-27,10.9,10.9,10.9,10.9,,2.8301886792452935
2012-08-28,10.9,10.9,10.9,10.9,,0.0
2012-08-29,10.9,10.9,10.9,10.9,,0.0
2012-08-30,10.8,10.8,10.8,10.8,,-0.917431192660545
2012-08-31,10.2,10.2,10.2,10.2,,-5.55555555555557
2012-09-01,10.0,10.0,10.0,10.0,,-1.9607843137254832
2012-09-02,10.2,10.2,10.2,10.2,,2.0000000000000018
2012-09-03,10.5,10.5,10.5,10.5,,2.941176470588247
2012-09-04,10.4,10.4,10.4,10.4,,-0.952380952380949
2012-09-05,11.0,11.0,11.0,11.0,,5.769230769230771
2012-09-06,11.2,11.2,11.2,11.2,,1.8181818181818077
2012-09-07,11.0,11.0,11.0,11.0,,-1.7857142857142794
2012-09-08,11.0,11.0,11.0,11.0,,0.0
2012-09-09,11.0,11.0,11.0,11.0,,0.0
2012-09-10,11.2,11.2,11.2,11.2,,1.8181818181818077
2012-09-11,11.3,11.3,11.3,11.3,,0.8928571428571619
2012-09-12,11.4,11.4,11.4,11.4,,0.8849557522123908
2012-09-13,11.4,11.4,11.4,11.4,,0.0
2012-09-14,11.7,11.7,11.7,11.7,,2.631578947368407
2012-09-15,11.8,11.8,11.8,11.8,,0.8547008547008739
2012-09-16,11.9,11.9,11.9,11.9,,0.8474576271186418
2012-09-17,11.9,11.9,11.9,11.9,,0.0
2012-09-18,12.3,12.3,12.3,12.3,,3.3613445378151363
2012-09-19,12.6,12.6,12.6,12.6,,2.4390243902439046
2012-09-20,12.3,12.3,12.3,12.3,,-2.3809523809523725
2012-09-21,12.4,12.4,12.4,12.4,,0.8130081300812941
2012-09-22,12.2,12.2,12.2,12.2,,-1.6129032258064613
2012-09-23,12.2,12.2,12.2,12.2,,0.0
2012-09-24,12.1,12.1,12.1,12.1,,-0.8196721311475419
2012-09-25,12.2,12.2,12.2,12.2,,0.8264462809917328
2012-09-26,12.3,12.3,12.3,12.3,,0.819672131147553
2012-09-27,12.3,12.3,12.3,12.3,,0.0
2012-09-28,12.4,12.4,12.4,12.4,,0.8130081300812941
2012-09-29,12.4,12.4,12.4,12.4,,0.0
