Date,Price,Open,High,Low,Vol.,Change %
2016-06-17,748.7,769.5,780.0,703.1,97.38K,-2.7030539311240998
2016-06-18,757.6,748.7,789.7,721.6,66.95K,1.1887271270201616
2016-06-19,767.3,757.6,771.9,740.0,26.70K,1.2803590285110689
2016-06-20,743.9,767.3,767.7,724.3,49.09K,-3.0496546331291507
2016-06-21,668.9,705.8,715.8,668.9,102.12K,-10.082000268853342
2016-06-22,606.0,669.0,688.2,588.9,100.50K,-9.403498280759448
2016-06-23,625.8,605.6,638.2,555.6,122.98K,3.2673267326732702
2016-06-24,666.0,625.8,680.0,625.8,92.36K,6.42377756471717
2016-06-25,664.9,665.5,698.0,642.8,55.63K,-0.16516516516517088
2016-06-26,627.4,664.9,667.9,614.3,45.12K,-5.639945856519779
2016-06-27,662.2,627.4,662.2,617.3,46.01K,5.546700669429394
2016-06-28,646.3,662.2,664.3,633.0,35.75K,-2.401087284808223
2016-06-29,639.7,646.6,646.6,622.0,33.26K,-1.0211975862602363
2016-06-30,674.7,640.0,677.5,635.6,40.25K,5.471314678755657
2016-07-01,674.8,674.7,690.6,667.6,41.62K,0.01482140210462557
2016-07-02,705.0,674.8,705.3,673.4,29.14K,4.475400118553652
2016-07-03,659.3,706.0,707.0,644.4,44.70K,-6.482269503546101
2016-07-04,681.3,659.3,684.2,644.5,23.52K,3.3368724404671646
2016-07-05,667.8,681.3,682.7,659.3,17.40K,-1.9815059445178362
2016-07-06,677.0,667.8,682.6,667.0,15.92K,1.3776579814315681
2016-07-07,640.5,677.4,682.0,610.1,75.70K,-5.391432791728212
2016-07-08,664.8,640.5,666.6,634.0,32.88K,3.793911007025752
2016-07-09,648.1,664.8,664.8,624.0,46.88K,-2.5120336943441512
2016-07-10,649.7,648.1,651.5,636.9,10.27K,0.24687548217867672
2016-07-11,648.0,649.7,662.5,643.4,13.92K,-0.2616592273356977
2016-07-12,667.2,648.0,678.0,645.6,30.22K,2.9629629629629672
2016-07-13,653.7,667.1,669.9,652.5,17.54K,-2.023381294964033
2016-07-14,659.8,653.7,666.0,650.0,20.20K,0.9331497628881635
2016-07-15,665.5,659.8,669.6,658.2,9.47K,0.8638981509548449
2016-07-16,665.3,665.5,669.6,659.1,5.92K,-0.03005259203606725
2016-07-17,683.2,665.3,689.7,663.6,20.41K,2.6905155568916372
2016-07-18,674.3,683.2,686.0,666.5,18.08K,-1.3026932084309273
2016-07-19,675.0,674.3,676.6,666.3,10.95K,0.10381135992882928
2016-07-20,665.8,675.0,676.0,661.3,12.85K,-1.3629629629629658
2016-07-21,665.0,665.8,668.0,657.6,10.70K,-0.12015620306398134
2016-07-22,648.0,665.0,668.0,640.0,27.84K,-2.556390977443612
2016-07-23,654.0,648.0,657.1,645.0,10.00K,0.92592592592593
2016-07-24,661.8,654.0,664.1,650.5,14.02K,1.1926605504587018
2016-07-25,654.2,661.8,664.4,650.0,14.84K,-1.1483831973405745
2016-07-26,648.5,654.2,657.6,640.6,20.36K,-0.8712931825129999
2016-07-27,654.5,648.5,657.1,646.6,11.79K,0.9252120277563503
2016-07-29,658.3,657.0,660.4,654.5,9.23K,0.5805958747135076
2016-07-30,655.0,658.3,660.5,651.8,8.09K,-0.5012912046179485
2016-07-31,623.7,655.0,655.1,621.3,33.26K,-4.778625954198468
2016-08-01,608.0,622.7,627.3,605.0,31.43K,-2.5172358505691883
2016-08-02,604.0,608.3,615.3,595.0,48.65K,-0.6578947368421018
2016-08-03,604.1,604.1,604.1,604.1,,0.016556291390723565
2016-08-04,604.1,604.1,604.1,604.1,,0.0
2016-08-05,604.1,604.1,604.1,604.1,,0.0
2016-08-06,604.1,604.1,604.1,604.1,,0.0
2016-08-07,604.1,604.1,604.1,604.1,,0.0
2016-08-08,604.1,604.1,604.1,604.1,,0.0
2016-08-09,604.1,604.1,604.1,604.1,,0.0
2016-08-10,590.3,604.1,614.5,579.0,21.35K,-2.2843900016553675
2016-08-11,591.3,590.5,599.0,587.8,15.30K,0.1694053870913148
2016-08-12,585.5,591.3,593.0,584.0,6.29K,-0.98088956536444
2016-08-13,583.7,585.5,590.0,582.1,6.42K,-0.307429547395377
2016-08-14,569.4,583.7,583.7,564.0,7.51K,-2.4498886414254017
2016-08-15,564.6,569.4,574.0,563.0,7.65K,-0.8429926238145313
2016-08-16,574.2,564.6,579.0,564.0,6.22K,1.7003188097768351
2016-08-17,571.8,574.2,577.9,569.0,5.03K,-0.4179728317659559
2016-08-18,572.2,571.8,578.0,569.7,6.00K,0.06995452955580461
2016-08-19,573.5,572.3,577.2,570.8,2.93K,0.22719328905975722
2016-08-20,582.0,573.5,582.8,571.3,3.34K,1.482127288578905
2016-08-21,581.4,582.1,584.2,580.0,2.43K,-0.10309278350515427
2016-08-22,588.0,581.4,590.0,581.4,4.62K,1.1351909184726505
2016-08-23,583.5,588.0,590.7,581.1,4.80K,-0.7653061224489832
2016-08-24,580.3,583.5,586.9,580.0,5.05K,-0.548414738646108
2016-08-25,577.2,580.3,581.1,574.0,3.57K,-0.5342064449422534
2016-08-26,578.0,577.2,579.5,575.1,1.77K,0.1386001386001201
2016-08-27,568.5,578.0,578.9,567.2,2.26K,-1.6435986159169524
2016-08-28,574.2,568.5,574.4,568.3,1.52K,1.002638522427457
2016-08-29,574.8,574.2,578.0,573.0,2.80K,0.10449320794145844
2016-08-30,579.5,574.8,580.2,574.2,3.20K,0.817675713291588
2016-08-31,576.2,579.5,579.5,572.7,3.51K,-0.5694564279551284
2016-09-01,572.7,576.2,578.0,571.5,3.62K,-0.6074279763970791
2016-09-02,579.8,572.7,581.1,570.6,5.67K,1.239741574995623
2016-09-03,609.9,579.8,612.4,576.0,8.21K,5.191445325974486
2016-09-04,614.5,609.9,618.7,604.6,5.06K,0.7542220036071523
2016-09-05,611.5,614.5,615.7,605.7,5.08K,-0.4882017900732283
2016-09-06,615.2,611.5,616.7,609.8,3.09K,0.6050695012264962
2016-09-07,619.8,615.1,620.6,610.8,5.53K,0.7477243172951731
2016-09-08,631.7,619.8,636.2,617.8,8.27K,1.9199741852210517
2016-09-09,626.3,631.7,633.5,621.3,4.27K,-0.8548361564033713
2016-09-10,628.0,626.3,629.7,624.9,4.04K,0.27143541433818363
2016-09-11,612.1,628.0,635.0,598.0,9.64K,-2.5318471337579584
2016-09-12,611.6,612.1,615.2,608.1,4.97K,-0.08168599901976492
2016-09-13,614.2,611.6,618.0,610.0,7.27K,0.42511445389143976
2016-09-14,613.9,614.2,617.4,612.0,5.93K,-0.048844024747651815
2016-09-15,611.8,613.9,617.3,611.0,4.38K,-0.3420752565564511
2016-09-16,610.0,611.8,614.2,609.5,3.70K,-0.294213795357956
2016-09-17,607.7,610.0,610.6,605.0,3.57K,-0.3770491803278597
2016-09-18,613.0,607.7,615.9,607.4,2.93K,0.8721408589764668
2016-09-19,609.8,613.0,615.0,608.9,2.96K,-0.5220228384991921
2016-09-20,600.0,609.8,612.0,600.0,3.37K,-1.6070842899311155
2016-09-21,597.4,600.1,600.1,592.7,7.66K,-0.4333333333333411
2016-09-22,597.1,597.4,598.7,596.0,2.33K,-0.05021760964177835
2016-09-23,603.3,597.1,604.0,596.0,1.96K,1.0383520348350217
2016-09-24,602.5,603.3,605.8,601.5,0.94K,-0.13260401127133115
2016-09-25,600.4,602.5,603.6,597.6,1.39K,-0.3485477178423291
2016-09-26,609.1,600.4,610.0,599.9,3.11K,1.449033977348435
2016-09-27,605.5,609.1,609.9,602.0,3.20K,-0.5910359546872468
2016-09-28,603.8,605.5,605.8,603.1,2.05K,-0.2807597027250308
2016-09-29,604.6,603.8,607.8,603.2,3.14K,0.13249420337861917
2016-09-30,611.1,604.6,612.9,604.3,2.36K,1.075090969235859
2016-10-01,614.1,611.1,616.9,611.1,1.90K,0.4909180166912108
2016-10-02,609.1,614.1,614.2,607.0,4.97K,-0.8141996417521558
2016-10-03,612.6,609.1,613.2,608.9,3.28K,0.5746182892792717
2016-10-04,611.0,612.7,614.0,609.6,4.01K,-0.26118184786158016
2016-10-05,614.1,610.7,617.3,610.0,3.41K,0.5073649754500753
2016-10-06,613.5,614.1,615.9,612.7,3.08K,-0.09770395701026446
2016-10-07,620.1,613.5,621.2,613.0,4.85K,1.0757946210268932
2016-10-08,620.5,620.1,622.9,617.9,3.11K,0.06450572488307937
2016-10-09,616.6,620.5,620.9,614.4,2.74K,-0.6285253827558401
2016-10-10,618.9,616.6,620.0,615.9,3.09K,0.373013298734981
2016-10-11,641.7,618.9,646.0,618.1,12.53K,3.683955404750372
2016-10-12,637.6,641.9,644.1,637.3,3.85K,-0.6389278479040139
2016-10-13,637.0,637.6,643.7,636.4,5.01K,-0.09410288582183401
2016-10-14,643.0,637.0,645.4,636.7,6.64K,0.9419152276295195
2016-10-15,640.2,643.0,645.7,637.9,2.40K,-0.43545878693622697
2016-10-16,644.2,640.2,645.8,639.8,2.39K,0.6248047485160946
2016-10-17,639.8,644.2,644.6,637.8,5.02K,-0.6830176963676049
2016-10-18,638.8,639.8,641.7,632.9,6.09K,-0.15629884338855815
2016-10-19,631.8,638.7,643.9,627.8,8.99K,-1.0958046336881688
2016-10-20,632.5,631.8,633.6,628.0,3.34K,0.11079455523901327
2016-10-21,636.7,632.5,639.0,632.0,7.22K,0.6640316205533736
2016-10-22,665.0,636.7,671.0,635.1,10.09K,4.444793466310659
2016-10-23,659.0,665.0,671.4,656.0,5.73K,-0.9022556390977488
2016-10-24,654.7,659.0,659.0,654.0,5.70K,-0.652503793626702
2016-10-25,659.5,654.7,670.0,652.7,5.52K,0.7331602260577386
2016-10-26,678.7,659.5,685.6,658.5,11.69K,2.911296436694477
2016-10-27,688.7,678.7,690.6,676.7,12.93K,1.473405039045228
2016-10-28,693.5,688.7,695.0,681.6,10.10K,0.6969652969362583
2016-10-29,714.5,693.5,724.0,692.3,15.28K,3.028118240807509
2016-10-30,702.5,714.5,716.6,697.8,12.20K,-1.679496151154658
2016-10-31,704.1,702.5,706.0,688.0,10.56K,0.2277580071174512
2016-11-01,734.2,704.1,746.5,701.4,22.23K,4.2749609430478674
2016-11-02,737.9,731.4,740.0,723.6,8.39K,0.5039498774175977
2016-11-03,690.1,747.2,753.7,676.0,26.99K,-6.4778425260875405
2016-11-04,708.4,696.9,710.9,687.0,13.97K,2.651789595710752
2016-11-05,708.4,706.8,713.9,700.8,5.93K,0.0
2016-11-06,713.0,709.2,721.6,700.0,6.93K,0.6493506493506551
2016-11-07,707.8,712.7,712.7,700.0,3.66K,-0.7293127629733553
2016-11-08,714.0,704.8,718.0,703.0,9.07K,0.87595365922577
2016-11-09,723.8,714.0,743.1,708.5,15.73K,1.3725490196078383
2016-11-10,714.9,724.4,725.0,709.1,4.35K,-1.2296214423873963
2016-11-11,714.8,714.9,719.4,712.0,4.58K,-0.013987970345508138
2016-11-12,703.8,714.8,717.0,700.1,6.19K,-1.5388919977616156
2016-11-13,708.1,703.4,708.1,687.6,8.61K,0.6109690252912747
2016-11-14,707.4,708.1,709.0,699.0,6.01K,-0.09885609377207061
2016-11-15,712.2,707.4,720.0,707.4,7.94K,0.6785411365564098
2016-11-16,745.0,712.2,747.5,710.1,17.95K,4.605447907891036
2016-11-17,740.7,745.0,762.4,735.0,14.89K,-0.5771812080536898
2016-11-18,754.0,740.7,756.9,734.5,6.96K,1.7955987579316712
2016-11-19,752.9,754.0,760.0,740.0,6.04K,-0.1458885941644561
2016-11-20,729.7,752.9,757.0,712.0,13.91K,-3.0814185150750295
2016-11-21,739.0,729.7,740.6,728.1,7.20K,1.274496368370559
2016-11-22,750.0,739.0,753.9,733.3,9.48K,1.4884979702300516
2016-11-23,742.0,749.8,750.9,730.8,5.58K,-1.0666666666666713
2016-11-24,737.7,742.0,744.3,727.6,6.07K,-0.5795148247978332
2016-11-25,740.4,737.7,741.1,730.0,4.06K,0.36600244001625537
2016-11-26,731.2,740.4,741.0,720.0,4.49K,-1.2425715829281425
2016-11-27,725.0,731.2,736.2,722.5,3.49K,-0.8479212253829416
2016-11-28,731.5,724.9,735.0,724.9,4.14K,0.8965517241379395
2016-11-29,731.0,731.5,733.9,728.7,5.65K,-0.06835269993165083
2016-11-30,739.0,731.0,743.1,729.1,5.53K,1.0943912448700521
2016-12-01,755.4,739.0,756.0,738.8,13.40K,2.2192151556156947
2016-12-02,774.9,755.4,779.2,755.2,13.41K,2.581413820492462
2016-12-03,765.3,774.9,774.9,756.0,5.73K,-1.2388695315524667
2016-12-04,768.5,765.5,770.0,760.9,4.20K,0.4181366784267615
2016-12-05,750.6,768.5,769.0,744.6,10.07K,-2.3292127521145067
2016-12-06,757.4,750.6,758.5,750.4,5.28K,0.9059419131361546
2016-12-07,765.0,757.2,772.2,749.1,10.69K,1.0034327964087764
2016-12-08,765.0,765.0,773.2,762.7,4.75K,0.0
2016-12-09,770.5,765.0,772.7,765.0,3.65K,0.7189542483660105
2016-12-10,772.9,770.5,777.8,770.0,3.36K,0.3114860480207593
2016-12-11,770.2,772.9,773.7,761.8,4.14K,-0.34933367835424667
2016-12-12,778.0,770.2,784.1,770.2,6.76K,1.0127239678005662
2016-12-13,775.0,778.0,788.9,763.7,5.58K,-0.3856041131105381
2016-12-14,774.5,775.0,781.2,771.2,3.68K,-0.0645161290322549
2016-12-15,777.4,774.5,780.1,774.5,3.18K,0.3744351194318929
2016-12-16,784.2,777.4,785.0,775.9,4.77K,0.8747105737072269
2016-12-17,791.0,784.2,793.0,784.2,6.20K,0.8671257332313109
2016-12-18,790.2,791.0,792.8,784.4,2.43K,-0.10113780025283736
2016-12-19,790.6,790.2,792.2,788.0,2.15K,0.050620096178177754
2016-12-20,798.0,790.6,802.3,788.0,6.99K,0.9359979762205928
2016-12-21,830.0,798.8,830.5,795.0,16.22K,4.010025062656641
2016-12-22,859.2,829.3,873.9,825.0,15.25K,3.5180722891566374
2016-12-23,919.0,859.2,920.0,859.0,26.03K,6.959962756052129
2016-12-24,895.2,919.0,919.8,882.8,7.39K,-2.589771490750814
2016-12-25,898.0,895.2,901.5,858.6,12.04K,0.3127792672028562
2016-12-26,906.4,898.0,920.0,894.2,11.83K,0.9354120267260457
2016-12-27,936.3,906.4,940.0,903.5,9.19K,3.298764342453664
2016-12-28,981.7,936.4,983.0,936.4,20.82K,4.84887322439389
2016-12-29,972.6,981.7,983.0,949.0,22.56K,-0.9269634307833341
2016-12-30,959.3,974.7,974.7,929.8,19.36K,-1.3674686407567416
2016-12-31,966.6,959.2,968.0,945.0,7.16K,0.7609715417491891
2017-01-01,999.0,966.6,"1,006.5",961.3,13.44K,3.3519553072625774
2017-01-02,1019.3,999.2,"1,034.8",997.3,21.82K,2.0320320320320384
2017-01-03,1037.5,"1,019.3","1,038.7","1,013.5",14.11K,1.7855390954576666
2017-01-04,1139.6,"1,037.5","1,150.0","1,036.4",53.73K,9.84096385542168
2017-01-05,1003.2,"1,139.8","1,166.0",865.4,91.20K,-11.969111969111957
2017-01-06,898.0,"1,003.8","1,025.0",871.0,57.40K,-10.486443381180234
2017-01-07,908.8,898.5,911.0,816.1,40.60K,1.2026726057906334
2017-01-08,915.9,908.8,942.5,890.0,30.75K,0.78125
2017-01-09,903.0,915.9,916.1,876.3,16.59K,-1.4084507042253502
2017-01-10,905.8,903.0,917.9,895.5,12.14K,0.31007751937983663
2017-01-11,778.6,905.8,922.6,760.0,62.87K,-14.042835062927795
2017-01-12,804.6,779.5,831.2,738.7,35.91K,3.3393269971744077
2017-01-13,828.1,804.6,832.3,776.0,25.88K,2.9207059408401737
2017-01-14,815.3,828.1,838.5,800.7,12.53K,-1.5457070402125406
2017-01-15,820.7,815.3,823.0,805.1,5.39K,0.6623328836011355
2017-01-16,830.1,820.7,837.9,814.8,7.65K,1.1453637139027695
2017-01-17,904.0,830.1,910.8,828.0,27.34K,8.902541862426204
2017-01-18,887.8,904.0,913.8,847.3,21.30K,-1.7920353982300963
2017-01-19,900.3,887.6,908.2,884.6,15.08K,1.4079747690921351
2017-01-20,896.0,900.3,904.5,883.3,9.49K,-0.4776185715872461
2017-01-21,924.0,895.7,931.0,893.9,12.17K,3.125
2017-01-22,923.7,924.0,939.7,892.0,21.84K,-0.032467532467528315
2017-01-23,910.0,923.7,928.8,910.0,9.63K,-1.4831655299339608
2017-01-24,886.1,908.4,927.0,884.2,20.73K,-2.6263736263736237
2017-01-25,893.3,886.1,899.6,884.2,10.48K,0.8125493736598433
2017-01-26,915.1,893.3,917.6,893.3,9.82K,2.440389566774881
2017-01-27,916.7,915.1,922.2,905.0,10.14K,0.17484427931373503
2017-01-28,919.4,916.7,924.0,915.0,3.61K,0.2945347441911217
2017-01-29,912.6,919.4,923.0,910.7,2.70K,-0.7396127909506167
2017-01-30,917.4,912.5,920.8,910.0,3.45K,0.5259697567389754
2017-01-31,966.2,917.4,969.4,916.8,19.65K,5.3193808589492075
2017-02-01,983.7,966.2,985.0,960.1,11.35K,1.8112192092734514
2017-02-02,1005.7,983.7,"1,010.5",970.1,17.79K,2.236454203517324
2017-02-03,1015.7,"1,007.0","1,020.5",988.3,18.97K,0.9943323058566156
2017-02-04,1031.1,"1,016.8","1,040.0","1,001.6",17.19K,1.516195727084746
2017-02-05,1006.6,"1,031.1","1,033.0",996.3,16.19K,-2.3761031907671315
2017-02-06,1022.6,"1,006.6","1,026.2","1,006.0",8.90K,1.5895092390224574
2017-02-07,1052.1,"1,022.6","1,056.3","1,021.7",15.19K,2.884803442206141
2017-02-08,1048.8,"1,052.5","1,068.0","1,013.2",23.09K,-0.31365839749072366
2017-02-09,985.0,"1,049.0","1,078.0",936.4,59.96K,-6.083142639206707
2017-02-10,992.0,985.0,"1,002.0",949.4,24.48K,0.7106598984771617
2017-02-11,1000.3,992.1,"1,009.0",984.2,9.32K,0.8366935483870908
2017-02-12,996.0,"1,000.1","1,005.4",992.3,4.33K,-0.4298710386883897
2017-02-13,996.5,996.0,"1,004.5",975.9,9.05K,0.05020080321285203
2017-02-14,1013.7,996.5,"1,019.0",988.9,12.20K,1.726041144004009
2017-02-15,1013.8,"1,013.3","1,017.3","1,002.4",5.61K,0.009864851533980534
2017-02-16,1038.4,"1,013.9","1,045.7","1,013.9",11.26K,2.4265141053462447
2017-02-17,1056.2,"1,038.5","1,065.8","1,034.1",16.17K,1.7141756548536113
2017-02-18,1059.8,"1,056.2","1,071.1","1,053.1",7.15K,0.34084453701950235
2017-02-19,1056.2,"1,059.8","1,066.0","1,045.0",6.44K,-0.3396867333459008
2017-02-20,1091.2,"1,056.2","1,100.3","1,044.1",13.29K,3.3137663321340716
2017-02-21,1129.6,"1,091.3","1,134.0","1,085.0",24.50K,3.5190615835777095
2017-02-22,1125.3,"1,129.6","1,140.0","1,106.4",14.33K,-0.38066572237960283
2017-02-23,1190.9,"1,125.5","1,196.9","1,120.4",26.12K,5.829556562694416
2017-02-24,1185.1,"1,189.9","1,222.2","1,111.1",48.21K,-0.48702661852382256
2017-02-25,1153.0,"1,185.4","1,189.9","1,131.5",16.29K,-2.708632182938142
2017-02-26,1178.3,"1,153.0","1,185.9","1,130.9",11.08K,2.1942758022549746
2017-02-27,1195.5,"1,178.3","1,202.6","1,171.0",11.76K,1.4597301196639156
2017-02-28,1189.1,"1,196.0","1,216.0","1,177.8",17.47K,-0.5353408615642041
2017-03-01,1232.8,"1,189.1","1,233.5","1,186.0",22.49K,3.675048355899424
2017-03-02,1262.3,"1,232.9","1,283.1","1,213.0",30.55K,2.3929266709928676
2017-03-03,1288.2,"1,257.6","1,294.7","1,256.6",22.29K,2.051810187752512
2017-03-04,1267.8,"1,289.1","1,291.8","1,240.1",15.55K,-1.583605030274804
2017-03-05,1278.4,"1,267.8","1,279.8","1,245.3",9.32K,0.836094021139
2017-03-06,1279.3,"1,278.4","1,287.8","1,268.6",9.60K,0.07040050062576686
2017-03-07,1232.4,"1,279.2","1,281.8","1,185.9",42.01K,-3.6660673805987587
2017-03-08,1149.3,"1,232.4","1,243.6","1,142.2",46.82K,-6.742940603700109
2017-03-09,1190.4,"1,150.0","1,207.5","1,136.0",24.15K,3.57608979378754
2017-03-10,1113.6,"1,190.4","1,328.8",971.0,104.89K,-6.451612903225823
2017-03-11,1172.8,"1,113.5","1,196.1","1,107.0",31.26K,5.316091954022983
2017-03-12,1225.2,"1,172.4","1,232.6","1,167.5",18.97K,4.467939972714885
2017-03-13,1238.5,"1,224.4","1,246.9","1,207.5",23.07K,1.085537055174668
2017-03-14,1245.0,"1,238.5","1,257.9","1,218.9",17.97K,0.5248284214775856
2017-03-15,1256.1,"1,245.0","1,262.0","1,241.3",15.84K,0.8915662650602396
2017-03-16,1169.0,"1,256.1","1,259.7","1,132.5",51.49K,-6.934161292890684
2017-03-17,1068.4,"1,169.1","1,169.6","1,066.0",59.21K,-8.605645851154831
2017-03-18,971.0,"1,067.8","1,097.1",935.1,87.88K,-9.116435791838274
2017-03-19,1016.1,971.9,"1,058.9",971.0,40.55K,4.6446961894953676
2017-03-20,1039.0,"1,016.5","1,052.1","1,011.2",20.53K,2.2537151855132276
2017-03-21,1115.0,"1,040.4","1,120.9","1,040.1",33.42K,7.314725697786328
2017-03-22,1039.1,"1,115.9","1,116.0",986.3,41.33K,-6.807174887892387
2017-03-23,1033.0,"1,039.4","1,055.0","1,018.0",19.33K,-0.5870464825329491
2017-03-24,943.1,"1,032.7","1,034.2",928.3,43.52K,-8.702807357212006
2017-03-25,972.2,942.1,980.0,891.0,46.01K,3.085568868624744
2017-03-26,969.0,971.3,"1,005.5",950.1,33.26K,-0.32915038058013435
2017-03-27,1042.7,968.9,"1,046.9",960.1,31.91K,7.605779153766767
2017-03-28,1044.7,"1,042.8","1,066.5","1,016.8",25.25K,0.1918097247530559
2017-03-29,1041.8,"1,044.7","1,058.9","1,009.3",22.32K,-0.2775916531061684
2017-03-30,1041.0,"1,041.7","1,053.5","1,022.2",24.81K,-0.0767901708581209
2017-03-31,1081.7,"1,042.1","1,089.4","1,041.0",27.50K,3.9097022094140232
2017-04-01,1093.2,"1,081.3","1,106.9","1,070.2",17.00K,1.0631413515762134
2017-04-02,1107.6,"1,093.5","1,118.2","1,081.0",20.42K,1.3172338090010838
2017-04-03,1150.2,"1,107.8","1,159.9","1,107.8",30.42K,3.8461538461538547
2017-04-04,1145.0,"1,150.1","1,161.9","1,124.1",21.16K,-0.45209528777604424
2017-04-05,1140.6,"1,145.8","1,146.7","1,112.3",22.55K,-0.38427947598254075
2017-04-06,1191.5,"1,140.3","1,206.4","1,140.3",32.17K,4.462563563037003
2017-04-07,1196.6,"1,191.5","1,208.9","1,176.7",20.44K,0.42803189257238916
2017-04-08,1188.1,"1,196.6","1,202.6","1,171.3",11.02K,-0.7103459802774492
2017-04-09,1215.9,"1,188.1","1,226.9","1,180.2",16.31K,2.3398703812810506
2017-04-10,1220.3,"1,215.9","1,229.9","1,208.1",11.55K,0.3618718644625263
2017-04-11,1235.6,"1,220.3","1,243.4","1,209.1",9.56K,1.2537900516266465
2017-04-12,1227.4,"1,236.9","1,239.0","1,221.0",12.01K,-0.6636451926189557
2017-04-13,1187.0,"1,227.4","1,235.1","1,163.5",19.14K,-3.2915105100211894
2017-04-14,1206.8,"1,187.0","1,219.1","1,184.0",12.32K,1.6680707666385741
2017-04-15,1193.3,"1,206.8","1,215.0","1,190.0",9.15K,-1.118660921445147
2017-04-16,1212.0,"1,193.3","1,217.6","1,190.4",4.50K,1.5670828794100533
2017-04-17,1240.0,"1,212.5","1,247.0","1,202.2",15.15K,2.310231023102305
2017-04-18,1265.4,"1,240.0","1,274.8","1,237.0",16.14K,2.0483870967741957
2017-04-19,1260.5,"1,265.4","1,272.0","1,255.0",7.58K,-0.38722933459776065
2017-04-20,1308.4,"1,260.5","1,325.7","1,260.1",15.62K,3.8000793335977834
2017-04-21,1325.6,"1,308.7","1,333.1","1,307.5",8.00K,1.3145826964231055
2017-04-22,1347.5,"1,327.1","1,353.1","1,290.1",12.37K,1.6520820760410393
2017-04-23,1355.2,"1,346.4","1,359.0","1,336.0",7.75K,0.5714285714285783
2017-04-24,1345.0,"1,355.3","1,359.6","1,326.9",7.91K,-0.7526564344746189
2017-04-25,1370.3,"1,345.0","1,378.5","1,342.1",8.27K,1.8810408921932975
2017-04-26,1399.3,"1,371.0","1,411.7","1,365.1",11.81K,2.1163248923593336
2017-04-27,1440.3,"1,399.3","1,449.7","1,392.5",10.40K,2.930036446794837
2017-04-28,1415.6,"1,440.3","1,447.0","1,368.3",14.02K,-1.7149205026730563
2017-04-29,1423.6,"1,415.6","1,436.6","1,401.5",8.77K,0.5651313930488788
2017-04-30,1435.2,"1,425.4","1,443.5","1,403.3",8.52K,0.8148356279853886
2017-05-01,1533.1,"1,435.0","1,560.0","1,432.0",22.30K,6.8213489409141514
2017-05-02,1560.0,"1,533.0","1,604.6","1,479.2",16.73K,1.7546148326919475
2017-05-03,1617.8,"1,558.5","1,626.9","1,542.0",17.07K,3.7051282051282053
2017-05-04,1607.1,"1,619.4","1,701.9","1,521.1",31.49K,-0.6613920138459628
2017-05-05,1545.1,"1,607.2","1,665.5","1,511.7",32.64K,-3.857880654595236
2017-05-06,1597.1,"1,545.1","1,605.0","1,545.0",14.02K,3.365477962591412
2017-05-07,1619.9,"1,597.0","1,631.3","1,575.1",13.91K,1.4275875023480156
2017-05-08,1703.2,"1,619.8","1,715.0","1,618.9",19.91K,5.142292734119391
2017-05-09,1760.0,"1,703.5","1,813.9","1,695.1",31.21K,3.3348990136214063
2017-05-10,1796.8,"1,759.8","1,817.4","1,722.3",18.62K,2.090909090909099
2017-05-11,1853.9,"1,796.9","1,908.0","1,766.6",24.39K,3.177871772039187
2017-05-12,1735.0,"1,853.9","1,864.8","1,700.8",21.40K,-6.4135066616322405
2017-05-13,1820.4,"1,735.0","1,824.0","1,666.0",16.60K,4.922190201729104
2017-05-14,1828.1,"1,820.6","1,852.4","1,780.0",11.31K,0.422983959569323
2017-05-15,1772.5,"1,826.8","1,828.5","1,720.0",15.76K,-3.041409113287019
2017-05-16,1785.7,"1,772.0","1,795.1","1,728.0",9.86K,0.7447108603667152
2017-05-17,1870.0,"1,786.2","1,892.9","1,766.4",15.91K,4.720837766702135
2017-05-18,1941.5,"1,870.0","1,949.9","1,861.0",12.91K,3.8235294117647145
2017-05-19,1966.5,"1,941.5","2,000.0","1,925.0",23.00K,1.2876641771826014
2017-05-20,2059.7,"1,966.5","2,072.2","1,963.6",21.69K,4.739384693618098
2017-05-21,2029.2,"2,059.3","2,099.1","2,001.0",17.22K,-1.4807981744914156
2017-05-22,2085.5,"2,026.5","2,219.9","1,979.2",57.24K,2.774492410802276
2017-05-23,2249.3,"2,087.5","2,262.9","2,060.0",22.49K,7.854231599136896
2017-05-24,2394.8,"2,250.0","2,443.8","2,247.7",29.63K,6.468679144622769
2017-05-25,2252.0,"2,392.6","2,689.0","2,142.1",55.10K,-5.962919659261745
2017-05-26,2127.3,"2,268.1","2,477.0","2,008.7",39.76K,-5.537300177619886
2017-05-27,1972.3,"2,125.9","2,207.9","1,810.0",47.12K,-7.2862313731020585
2017-05-28,2056.6,"1,980.0","2,193.0","1,955.5",25.78K,4.274197637276278
2017-05-29,2207.4,"2,056.9","2,249.8","1,990.1",16.46K,7.332490518331225
2017-05-30,2146.7,"2,207.4","2,263.1","2,080.4",21.45K,-2.749841442420964
2017-05-31,2191.8,"2,147.3","2,240.1","2,002.1",21.24K,2.100899054362526
2017-06-01,2311.6,"2,191.8","2,366.7","2,187.4",18.96K,5.4658271740122055
2017-06-02,2405.9,"2,312.0","2,407.8","2,271.9",12.55K,4.079425506142931
2017-06-03,2461.0,"2,405.9","2,481.0","2,348.0",10.77K,2.2902032503429037
2017-06-04,2488.2,"2,461.6","2,498.0","2,376.4",11.88K,1.105241771637533
