hash,ver,vin_sz,vout_sz,size,weight,fee,relayed_by,lock_time,tx_index,double_spend,time,block_index,block_height,inputs,out,result,balance
69a6debd1137628162652c1a48c00be3cd6c94d5934b28ca0c2dcf13e3b22858,2,6,2,964,3856,9660,0.0.0.0,0,3101818341194213,False,1731281758,869778,869778,"[{'sequence': 0, 'witness': '', 'script': '473044022025486db81911f9b47cb5c165226f267bdba7a6658ea7450dd3aafae5c1f5bde5022040dc06bd9e9de854f3a87179b3b83dbc27869b846164d5d6e7b92b6d9cb28b15012103bdb571bebfead7e95f50ff913904171649655265fca44b898bd40343d0447027', 'index': 0, 'prev_out': {'type': 0, 'spent': True, 'value': 1000, 'spending_outpoints': [{'tx_index': 3101818341194213, 'n': 0}], 'n': 0, 'tx_index': 2365298967969205, 'script': '76a9140dfc29ef0e9a55b005c7b658aed2c9051b48dcd888ac', 'addr': '12Gws9EsEiDZLinu2SWkHdk7TcobjTau9u'}}, {'sequence': 0, 'witness': '', 'script': '483045022100ae81082ef1dc16018263afad70b1ba58d72f281d66a0f3ae64a8eb65c9fae2d302202a57fff3b825734602f269660719c6789570c7a877a2324415725ad635338f83012103bdb571bebfead7e95f50ff913904171649655265fca44b898bd40343d0447027', 'index': 1, 'prev_out': {'type': 0, 'spent': True, 'value': 778, 'spending_outpoints': [{'tx_index': 3101818341194213, 'n': 1}], 'n': 0, 'tx_index': 2561122302106966, 'script': '76a9140dfc29ef0e9a55b005c7b658aed2c9051b48dcd888ac', 'addr': '12Gws9EsEiDZLinu2SWkHdk7TcobjTau9u'}}, {'sequence': 0, 'witness': '', 'script': '483045022100bfeacbe93e7fd4a17fa59aa8372de21125f7b75856784c794c579de604dc95f302203bbc5772a5f69bddd4302c2113c3d5400f798bed3ea03420d467d4aa8f9136c8012103bdb571bebfead7e95f50ff913904171649655265fca44b898bd40343d0447027', 'index': 2, 'prev_out': {'type': 0, 'spent': True, 'value': 547, 'spending_outpoints': [{'tx_index': 3101818341194213, 'n': 2}], 'n': 0, 'tx_index': 8064790112622711, 'script': '76a9140dfc29ef0e9a55b005c7b658aed2c9051b48dcd888ac', 'addr': '12Gws9EsEiDZLinu2SWkHdk7TcobjTau9u'}}, {'sequence': 0, 'witness': '', 'script': '483045022100f49f7b6a72dfb52179a29e33fe5f5d793c82fc372e0d12e842bd525ff65b2835022018a15bc71ed65df9ed7bff1f53f2bb1b98168092070b69f4469e028b9c750f10012103bdb571bebfead7e95f50ff913904171649655265fca44b898bd40343d0447027', 'index': 3, 'prev_out': {'type': 0, 'spent': True, 'value': 546, 'spending_outpoints': [{'tx_index': 3101818341194213, 'n': 3}], 'n': 0, 'tx_index': 1594019784212094, 'script': '76a9140dfc29ef0e9a55b005c7b658aed2c9051b48dcd888ac', 'addr': '12Gws9EsEiDZLinu2SWkHdk7TcobjTau9u'}}, {'sequence': 0, 'witness': '', 'script': '483045022100d3f55de8e7de6c451860f2e69ff2fe044253429b57fd572a580a5de84c241c50022058cd27e6779227399567cbdffd4c68b44e87f5091637ff0f9a89922d4c69865b012103bdb571bebfead7e95f50ff913904171649655265fca44b898bd40343d0447027', 'index': 4, 'prev_out': {'type': 0, 'spent': True, 'value': 546, 'spending_outpoints': [{'tx_index': 3101818341194213, 'n': 4}], 'n': 1, 'tx_index': 1089224499524105, 'script': '76a9140dfc29ef0e9a55b005c7b658aed2c9051b48dcd888ac', 'addr': '12Gws9EsEiDZLinu2SWkHdk7TcobjTau9u'}}, {'sequence': 0, 'witness': '', 'script': '4730440220618c187961d4e64d40e300126630ee879a9302e197133ed5600b9fee6f8542a302202bb43edef9e52565733a3631bb981d660274ae167adb657499ee5d36a4a58c7a012102f8606d5d8b0152d06460f77223c2bbead87c97d89d3f688cb2ec7a55d604b03d', 'index': 5, 'prev_out': {'type': 0, 'spent': True, 'value': 3037132118904, 'spending_outpoints': [{'tx_index': 3101818341194213, 'n': 5}], 'n': 1, 'tx_index': 145268766329520, 'script': '76a9149c6901b58338d18c71ddd301b13867643534762a88ac', 'addr': '1FG2CvCnJAsb48Y1r3R43WwHwFJhXRveoy'}}]","[{'type': 0, 'spent': True, 'value': 250000000000, 'spending_outpoints': [{'tx_index': 8761024764428660, 'n': 1}], 'n': 0, 'tx_index': 3101818341194213, 'script': '76a914c107fd93bab832c5d1302240b3bbfd49427719d388ac', 'addr': '1JbezDVd9VsK9o1Ga9UqLydeuEvhKLAPs6'}, {'type': 0, 'spent': False, 'value': 2787132112661, 'spending_outpoints': [], 'n': 1, 'tx_index': 3101818341194213, 'script': '76a914a14951ee92f8ceb3c3e04450f1bd92a2cde07da088ac', 'addr': '1FhodFYr1SDZD4XawyMJfmmfLenAAQLFRT'}]",2787132112661,2787132112661
